Frequency(Hz),Transmission Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
8616100,-49.68,81.11,0.0,0.00,0.0,0.0,0.0
8621487,-50.32,81.47,0.0,0.00,0.0,0.0,0.0
8626874,-50.32,78.48,0.0,0.00,0.0,0.0,0.0
8632261,-50.32,77.95,0.0,0.00,0.0,0.0,0.0
8637648,-50.32,79.71,0.0,0.00,0.0,0.0,0.0
8643035,-49.74,81.29,0.0,0.00,0.0,0.0,0.0
8648422,-50.32,80.59,0.0,0.00,0.0,0.0,0.0
8653809,-50.32,79.00,0.0,0.00,0.0,0.0,0.0
8659196,-50.32,80.76,0.0,0.00,0.0,0.0,0.0
8664583,-50.32,80.23,0.0,0.00,0.0,0.0,0.0
8669970,-50.32,79.71,0.0,0.00,0.0,0.0,0.0
8675357,-50.32,78.83,0.0,0.00,0.0,0.0,0.0
8680744,-50.32,77.42,0.0,0.00,0.0,0.0,0.0
8686131,-50.32,77.24,0.0,0.00,0.0,0.0,0.0
8691518,-50.32,79.88,0.0,0.00,0.0,0.0,0.0
8696905,-50.32,80.06,0.0,0.00,0.0,0.0,0.0
8702292,-50.32,79.00,0.0,0.00,0.0,0.0,0.0
8707679,-50.32,80.06,0.0,0.00,0.0,0.0,0.0
8713066,-50.32,79.71,0.0,0.00,0.0,0.0,0.0
8718453,-50.32,77.95,0.0,0.00,0.0,0.0,0.0
8723840,-49.91,80.76,0.0,0.00,0.0,0.0,0.0
8729227,-50.32,79.18,0.0,0.00,0.0,0.0,0.0
8734614,-49.91,81.11,0.0,0.00,0.0,0.0,0.0
8740001,-50.32,77.95,0.0,0.00,0.0,0.0,0.0
8745388,-50.32,78.12,0.0,0.00,0.0,0.0,0.0
8750775,-50.32,78.83,0.0,0.00,0.0,0.0,0.0
8756162,-49.15,81.11,0.0,0.00,0.0,0.0,0.0
8761549,-50.32,80.23,0.0,0.00,0.0,0.0,0.0
8766936,-50.32,79.35,0.0,0.00,0.0,0.0,0.0
8772323,-50.32,78.48,0.0,0.00,0.0,0.0,0.0
8777710,-50.32,79.00,0.0,0.00,0.0,0.0,0.0
8783097,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8788484,-50.32,79.53,0.0,0.00,0.0,0.0,0.0
8793871,-50.32,79.88,0.0,0.00,0.0,0.0,0.0
8799258,-50.32,76.36,0.0,0.00,0.0,0.0,0.0
8804645,-50.32,80.06,0.0,0.00,0.0,0.0,0.0
8810032,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8815419,-50.32,79.53,0.0,0.00,0.0,0.0,0.0
8820806,-50.32,79.53,0.0,0.00,0.0,0.0,0.0
8826193,-50.32,79.88,0.0,0.00,0.0,0.0,0.0
8831580,-50.32,79.88,0.0,0.00,0.0,0.0,0.0
8836967,-50.32,80.23,0.0,0.00,0.0,0.0,0.0
8842354,-50.32,80.76,0.0,0.00,0.0,0.0,0.0
8847741,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8853128,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8858515,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8863902,-50.15,80.94,0.0,0.00,0.0,0.0,0.0
8869289,-50.26,80.59,0.0,0.00,0.0,0.0,0.0
8874676,-48.45,82.87,0.0,0.00,0.0,0.0,0.0
8880063,-49.91,81.29,0.0,0.00,0.0,0.0,0.0
8885450,-50.32,81.11,0.0,0.00,0.0,0.0,0.0
8890837,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8896224,-50.32,80.76,0.0,0.00,0.0,0.0,0.0
8901611,-50.32,80.59,0.0,0.00,0.0,0.0,0.0
8906998,-50.26,79.88,0.0,0.00,0.0,0.0,0.0
8912385,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8917772,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8923159,-50.26,80.94,0.0,0.00,0.0,0.0,0.0
8928546,-50.21,80.94,0.0,0.00,0.0,0.0,0.0
8933933,-50.32,80.76,0.0,0.00,0.0,0.0,0.0
8939320,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8944707,-50.32,80.41,0.0,0.00,0.0,0.0,0.0
8950094,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8955481,-50.32,80.06,0.0,0.00,0.0,0.0,0.0
8960868,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8966255,-50.15,81.82,0.0,0.00,0.0,0.0,0.0
8971642,-50.15,81.11,0.0,0.00,0.0,0.0,0.0
8977029,-49.97,81.29,0.0,0.00,0.0,0.0,0.0
8982416,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
8987803,-49.27,81.64,0.0,0.00,0.0,0.0,0.0
8993190,-50.26,81.82,0.0,0.00,0.0,0.0,0.0
8998577,-50.32,81.64,0.0,0.00,0.0,0.0,0.0
9003964,-50.32,81.11,0.0,0.00,0.0,0.0,0.0
9009351,-50.32,80.59,0.0,0.00,0.0,0.0,0.0
9014738,-50.21,80.94,0.0,0.00,0.0,0.0,0.0
9020125,-49.85,81.47,0.0,0.00,0.0,0.0,0.0
9025512,-49.62,81.99,0.0,0.00,0.0,0.0,0.0
9030899,-48.56,83.05,0.0,0.00,0.0,0.0,0.0
9036286,-50.32,81.64,0.0,0.00,0.0,0.0,0.0
9041673,-50.32,80.94,0.0,0.00,0.0,0.0,0.0
9047060,-50.26,81.29,0.0,0.00,0.0,0.0,0.0
9052447,-49.33,81.47,0.0,0.00,0.0,0.0,0.0
9057834,-49.21,82.17,0.0,0.00,0.0,0.0,0.0
9063221,-50.32,81.29,0.0,0.00,0.0,0.0,0.0
9068608,-50.15,81.47,0.0,0.00,0.0,0.0,0.0
9073995,-50.32,82.35,0.0,0.00,0.0,0.0,0.0
9079382,-49.91,81.47,0.0,0.00,0.0,0.0,0.0
9084769,-49.79,82.70,0.0,0.00,0.0,0.0,0.0
9090156,-49.68,82.70,0.0,0.00,0.0,0.0,0.0
9095543,-49.68,82.35,0.0,0.00,0.0,0.0,0.0
9100930,-50.32,82.52,0.0,0.00,0.0,0.0,0.0
9106317,-49.27,83.58,0.0,0.00,0.0,0.0,0.0
9111704,-50.32,83.05,0.0,0.00,0.0,0.0,0.0
9117091,-50.32,82.87,0.0,0.00,0.0,0.0,0.0
9122478,-49.97,83.05,0.0,0.00,0.0,0.0,0.0
9127865,-49.56,82.35,0.0,0.00,0.0,0.0,0.0
9133252,-49.33,80.76,0.0,0.00,0.0,0.0,0.0
9138639,-49.21,77.24,0.0,0.00,0.0,0.0,0.0
9144026,-48.27,70.56,0.0,0.00,0.0,0.0,0.0
9149413,-45.98,63.70,0.0,0.00,0.0,0.0,0.0
9154800,-40.29,70.03,0.0,0.00,0.0,0.0,0.0
9160187,-35.13,117.36,0.0,0.00,0.0,0.0,0.0
9165574,-32.26,156.42,0.0,0.00,0.0,0.0,0.0
9170961,-32.26,117.54,0.0,0.00,0.0,0.0,0.0
9176348,-34.78,50.50,0.0,0.00,0.0,0.0,0.0
9181735,-39.24,19.18,0.0,0.00,0.0,0.0,0.0
9187122,-44.63,53.84,0.0,0.00,0.0,0.0,0.0
9192509,-49.91,97.13,0.0,0.00,0.0,0.0,0.0
9197896,-48.97,99.59,0.0,0.00,0.0,0.0,0.0
9203283,-47.10,85.87,0.0,0.00,0.0,0.0,0.0
9208670,-47.04,84.46,0.0,0.00,0.0,0.0,0.0
9214057,-47.16,83.23,0.0,0.00,0.0,0.0,0.0
9219444,-47.04,82.87,0.0,0.00,0.0,0.0,0.0
9224831,-46.98,83.93,0.0,0.00,0.0,0.0,0.0
9230218,-46.86,85.16,0.0,0.00,0.0,0.0,0.0
9235605,-46.74,85.51,0.0,0.00,0.0,0.0,0.0
9240992,-47.57,85.34,0.0,0.00,0.0,0.0,0.0
9246379,-47.04,87.10,0.0,0.00,0.0,0.0,0.0
9251766,-48.56,89.03,0.0,0.00,0.0,0.0,0.0
9257153,-50.15,90.26,0.0,0.00,0.0,0.0,0.0
9262540,-50.32,87.98,0.0,0.00,0.0,0.0,0.0
