Frequency(Hz),Return Loss(dB),Phase(deg),Rs,SWR,Xs,|Z|,Theta
10073236,-0.29,77.24,2.2,59.36,62.5,62.6,88.0
10074313,-0.29,77.24,2.2,59.36,62.5,62.6,88.0
10075390,-0.29,77.24,2.2,59.36,62.5,62.6,88.0
10076467,-0.29,77.24,2.2,59.36,62.5,62.6,88.0
10077544,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10078621,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10079698,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10080775,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10081852,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10082929,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10084006,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10085083,-0.29,77.42,2.2,59.36,62.3,62.4,88.0
10086160,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10087237,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10088314,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10089391,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10090468,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10091545,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10092622,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10093699,-0.29,77.60,2.1,59.36,62.1,62.2,88.0
10094776,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10095853,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10096930,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10098007,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10099084,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10100161,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10101238,-0.29,77.77,2.1,59.36,62.0,62.0,88.0
10102315,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10103392,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10104469,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10105546,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10106623,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10107700,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10108777,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10109854,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10110931,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10112008,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10113085,-0.29,77.95,2.1,59.36,61.8,61.8,88.0
10114162,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10115239,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10116316,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10117393,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10118470,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10119547,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10120624,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10121701,-0.29,78.12,2.1,59.36,61.6,61.6,88.0
10122778,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10123855,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10124932,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10126009,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10127086,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10128163,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10129240,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10130317,-0.29,78.30,2.1,59.36,61.4,61.4,88.0
10131394,-0.29,78.48,2.1,59.36,61.2,61.2,88.0
10132471,-0.29,78.48,2.1,59.36,61.2,61.2,88.0
10133548,-0.29,78.48,2.1,59.36,61.2,61.2,88.0
10134625,-0.29,78.48,2.1,59.36,61.2,61.2,88.0
10135702,-0.29,78.48,2.1,59.36,61.2,61.2,88.0
10136779,-0.23,78.48,1.7,74.20,61.2,61.2,88.4
10137856,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10138933,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10140010,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10141087,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10142164,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10143241,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10144318,-0.29,78.65,2.1,59.36,61.0,61.0,88.0
10145395,-0.23,78.65,1.7,74.20,61.0,61.0,88.4
10146472,-0.29,78.83,2.1,59.36,60.8,60.8,88.0
10147549,-0.29,78.83,2.1,59.36,60.8,60.8,88.0
10148626,-0.29,78.83,2.1,59.36,60.8,60.8,88.0
10149703,-0.23,78.83,1.7,74.20,60.8,60.8,88.4
10150780,-0.29,78.83,2.1,59.36,60.8,60.8,88.0
10151857,-0.23,78.83,1.7,74.20,60.8,60.8,88.4
10152934,-0.29,78.83,2.1,59.36,60.8,60.8,88.0
10154011,-0.29,79.00,2.1,59.36,60.6,60.6,88.0
10155088,-0.23,79.00,1.7,74.20,60.6,60.6,88.4
10156165,-0.29,79.00,2.1,59.36,60.6,60.6,88.0
10157242,-0.29,79.00,2.1,59.36,60.6,60.6,88.0
10158319,-0.23,79.00,1.7,74.20,60.6,60.6,88.4
10159396,-0.29,79.00,2.1,59.36,60.6,60.6,88.0
10160473,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10161550,-0.29,79.18,2.1,59.36,60.4,60.5,88.0
10162627,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10163704,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10164781,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10165858,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10166935,-0.29,79.18,2.1,59.36,60.4,60.5,88.0
10168012,-0.23,79.18,1.7,74.20,60.4,60.5,88.4
10169089,-0.29,79.35,2.1,59.36,60.2,60.3,88.0
10170166,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10171243,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10172320,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10173397,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10174474,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10175551,-0.23,79.35,1.7,74.20,60.2,60.3,88.4
10176628,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10177705,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10178782,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10179859,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10180936,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10182013,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10183090,-0.23,79.53,1.6,74.20,60.1,60.1,88.4
10184167,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10185244,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10186321,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10187398,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10188475,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10189552,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10190629,-0.23,79.71,1.6,74.20,59.9,59.9,88.4
10191706,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10192783,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10193860,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10194937,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10196014,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10197091,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10198168,-0.23,79.88,1.6,74.20,59.7,59.7,88.4
10199245,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10200322,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10201399,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10202476,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10203553,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10204630,-0.23,80.06,1.6,74.20,59.5,59.5,88.4
10205707,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10206784,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10207861,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10208938,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10210015,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10211092,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10212169,-0.23,80.23,1.6,74.20,59.3,59.3,88.4
10213246,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10214323,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10215400,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10216477,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10217554,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10218631,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10219708,-0.23,80.41,1.6,74.20,59.1,59.2,88.4
10220785,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10221862,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10222939,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10224016,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10225093,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10226170,-0.23,80.59,1.6,74.20,58.9,59.0,88.4
10227247,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10228324,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10229401,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10230478,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10231555,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10232632,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10233709,-0.23,80.76,1.6,74.20,58.8,58.8,88.4
10234786,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10235863,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10236940,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10238017,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10239094,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10240171,-0.23,80.94,1.6,74.20,58.6,58.6,88.4
10241248,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10242325,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10243402,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10244479,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10245556,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10246633,-0.23,81.11,1.6,74.20,58.4,58.4,88.4
10247710,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10248787,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10249864,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10250941,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10252018,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10253095,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10254172,-0.23,81.29,1.6,74.20,58.2,58.2,88.4
10255249,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10256326,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10257403,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10258480,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10259557,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10260634,-0.23,81.47,1.6,74.20,58.0,58.1,88.4
10261711,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10262788,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10263865,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10264942,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10266019,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10267096,-0.23,81.64,1.6,74.20,57.9,57.9,88.4
10268173,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10269250,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10270327,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10271404,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10272481,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10273558,-0.23,81.82,1.6,74.20,57.7,57.7,88.4
10274635,-0.23,81.99,1.6,74.20,57.5,57.5,88.4
10275712,-0.23,81.99,1.6,74.20,57.5,57.5,88.4
10276789,-0.23,81.99,1.6,74.20,57.5,57.5,88.4
10277866,-0.23,81.99,1.6,74.20,57.5,57.5,88.4
10278943,-0.23,81.99,1.6,74.20,57.5,57.5,88.4
10280020,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10281097,-0.29,82.17,1.9,59.36,57.3,57.3,88.1
10282174,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10283251,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10284328,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10285405,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10286482,-0.23,82.17,1.6,74.20,57.3,57.3,88.4
10287559,-0.23,82.35,1.6,74.20,57.1,57.2,88.4
10288636,-0.23,82.35,1.6,74.20,57.1,57.2,88.4
10289713,-0.23,82.35,1.6,74.20,57.1,57.2,88.4
10290790,-0.23,82.35,1.6,74.20,57.1,57.2,88.4
10291867,-0.23,82.35,1.6,74.20,57.1,57.2,88.4
10292944,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10294021,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10295098,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10296175,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10297252,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10298329,-0.23,82.52,1.5,74.20,57.0,57.0,88.4
10299406,-0.23,82.70,1.5,74.20,56.8,56.8,88.4
10300483,-0.23,82.70,1.5,74.20,56.8,56.8,88.4
10301560,-0.23,82.70,1.5,74.20,56.8,56.8,88.4
10302637,-0.23,82.70,1.5,74.20,56.8,56.8,88.4
10303714,-0.23,82.70,1.5,74.20,56.8,56.8,88.4
10304791,-0.23,82.87,1.5,74.20,56.6,56.6,88.4
10305868,-0.23,82.87,1.5,74.20,56.6,56.6,88.4
10306945,-0.23,82.87,1.5,74.20,56.6,56.6,88.4
10308022,-0.23,82.87,1.5,74.20,56.6,56.6,88.4
10309099,-0.29,82.87,1.9,59.36,56.6,56.6,88.1
10310176,-0.23,83.05,1.5,74.20,56.4,56.5,88.4
10311253,-0.29,83.05,1.9,59.36,56.4,56.5,88.1
10312330,-0.23,83.05,1.5,74.20,56.4,56.5,88.4
10313407,-0.23,83.05,1.5,74.20,56.4,56.5,88.4
10314484,-0.29,83.05,1.9,59.36,56.4,56.5,88.1
10315561,-0.23,83.23,1.5,74.20,56.3,56.3,88.4
10316638,-0.29,83.23,1.9,59.36,56.3,56.3,88.1
10317715,-0.23,83.23,1.5,74.20,56.3,56.3,88.4
10318792,-0.29,83.23,1.9,59.36,56.3,56.3,88.1
10319869,-0.29,83.23,1.9,59.36,56.3,56.3,88.1
10320946,-0.29,83.23,1.9,59.36,56.3,56.3,88.1
10322023,-0.29,83.40,1.9,59.36,56.1,56.1,88.1
10323100,-0.29,83.40,1.9,59.36,56.1,56.1,88.1
10324177,-0.29,83.40,1.9,59.36,56.1,56.1,88.1
10325254,-0.29,83.40,1.9,59.36,56.1,56.1,88.1
10326331,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10327408,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10328485,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10329562,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10330639,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10331716,-0.29,83.58,1.9,59.36,55.9,55.9,88.1
10332793,-0.29,83.75,1.9,59.36,55.7,55.8,88.1
10333870,-0.29,83.75,1.9,59.36,55.7,55.8,88.1
10334947,-0.29,83.75,1.9,59.36,55.7,55.8,88.1
10336024,-0.29,83.75,1.9,59.36,55.7,55.8,88.1
10337101,-0.29,83.75,1.9,59.36,55.7,55.8,88.1
10338178,-0.29,83.93,1.9,59.36,55.6,55.6,88.1
10339255,-0.29,83.93,1.9,59.36,55.6,55.6,88.1
10340332,-0.29,83.93,1.9,59.36,55.6,55.6,88.1
10341409,-0.29,83.93,1.9,59.36,55.6,55.6,88.1
10342486,-0.29,84.11,1.9,59.36,55.4,55.4,88.1
10343563,-0.29,84.11,1.9,59.36,55.4,55.4,88.1
10344640,-0.29,84.11,1.9,59.36,55.4,55.4,88.1
10345717,-0.29,84.11,1.9,59.36,55.4,55.4,88.1
10346794,-0.29,84.11,1.9,59.36,55.4,55.4,88.1
10347871,-0.29,84.28,1.9,59.36,55.2,55.3,88.1
10348948,-0.29,84.28,1.9,59.36,55.2,55.3,88.1
10350025,-0.29,84.28,1.9,59.36,55.2,55.3,88.1
10351102,-0.29,84.28,1.9,59.36,55.2,55.3,88.1
10352179,-0.29,84.46,1.9,59.36,55.1,55.1,88.1
10353256,-0.29,84.46,1.9,59.36,55.1,55.1,88.1
10354333,-0.29,84.46,1.9,59.36,55.1,55.1,88.1
10355410,-0.29,84.46,1.9,59.36,55.1,55.1,88.1
10356487,-0.29,84.46,1.9,59.36,55.1,55.1,88.1
10357564,-0.29,84.63,1.9,59.36,54.9,54.9,88.1
10358641,-0.29,84.63,1.9,59.36,54.9,54.9,88.1
10359718,-0.29,84.63,1.9,59.36,54.9,54.9,88.1
10360795,-0.29,84.63,1.9,59.36,54.9,54.9,88.1
10361872,-0.29,84.81,1.9,59.36,54.7,54.7,88.1
10362949,-0.29,84.81,1.9,59.36,54.7,54.7,88.1
10364026,-0.29,84.81,1.9,59.36,54.7,54.7,88.1
10365103,-0.29,84.81,1.9,59.36,54.7,54.7,88.1
10366180,-0.29,84.99,1.8,59.36,54.5,54.6,88.1
10367257,-0.29,84.99,1.8,59.36,54.5,54.6,88.1
10368334,-0.29,84.99,1.8,59.36,54.5,54.6,88.1
10369411,-0.29,84.99,1.8,59.36,54.5,54.6,88.1
10370488,-0.29,84.99,1.8,59.36,54.5,54.6,88.1
10371565,-0.29,85.16,1.8,59.36,54.4,54.4,88.1
10372642,-0.29,85.16,1.8,59.36,54.4,54.4,88.1
10373719,-0.29,85.16,1.8,59.36,54.4,54.4,88.1
10374796,-0.29,85.16,1.8,59.36,54.4,54.4,88.1
10375873,-0.29,85.34,1.8,59.36,54.2,54.2,88.1
10376950,-0.29,85.34,1.8,59.36,54.2,54.2,88.1
10378027,-0.29,85.34,1.8,59.36,54.2,54.2,88.1
10379104,-0.29,85.51,1.8,59.36,54.0,54.1,88.1
10380181,-0.29,85.51,1.8,59.36,54.0,54.1,88.1
10381258,-0.29,85.51,1.8,59.36,54.0,54.1,88.1
10382335,-0.29,85.51,1.8,59.36,54.0,54.1,88.1
10383412,-0.29,85.69,1.8,59.36,53.9,53.9,88.1
10384489,-0.29,85.69,1.8,59.36,53.9,53.9,88.1
10385566,-0.29,85.69,1.8,59.36,53.9,53.9,88.1
10386643,-0.29,85.69,1.8,59.36,53.9,53.9,88.1
10387720,-0.29,85.69,1.8,59.36,53.9,53.9,88.1
10388797,-0.29,85.87,1.8,59.36,53.7,53.7,88.1
10389874,-0.29,85.87,1.8,59.36,53.7,53.7,88.1
10390951,-0.29,85.87,1.8,59.36,53.7,53.7,88.1
10392028,-0.29,86.04,1.8,59.36,53.5,53.6,88.1
10393105,-0.29,86.04,1.8,59.36,53.5,53.6,88.1
10394182,-0.29,86.04,1.8,59.36,53.5,53.6,88.1
10395259,-0.29,86.04,1.8,59.36,53.5,53.6,88.1
10396336,-0.29,86.22,1.8,59.36,53.4,53.4,88.1
10397413,-0.29,86.22,1.8,59.36,53.4,53.4,88.1
10398490,-0.29,86.22,1.8,59.36,53.4,53.4,88.1
10399567,-0.29,86.39,1.8,59.36,53.2,53.2,88.1
10400644,-0.29,86.39,1.8,59.36,53.2,53.2,88.1
10401721,-0.29,86.39,1.8,59.36,53.2,53.2,88.1
10402798,-0.29,86.39,1.8,59.36,53.2,53.2,88.1
10403875,-0.29,86.57,1.8,59.36,53.1,53.1,88.1
10404952,-0.29,86.57,1.8,59.36,53.1,53.1,88.1
10406029,-0.29,86.57,1.8,59.36,53.1,53.1,88.1
10407106,-0.29,86.57,1.8,59.36,53.1,53.1,88.1
10408183,-0.29,86.74,1.8,59.36,52.9,52.9,88.1
10409260,-0.29,86.74,1.8,59.36,52.9,52.9,88.1
10410337,-0.29,86.74,1.8,59.36,52.9,52.9,88.1
10411414,-0.29,86.92,1.8,59.36,52.7,52.8,88.1
10412491,-0.29,86.92,1.8,59.36,52.7,52.8,88.1
10413568,-0.29,86.92,1.8,59.36,52.7,52.8,88.1
10414645,-0.29,87.10,1.8,59.36,52.6,52.6,88.1
10415722,-0.29,87.10,1.8,59.36,52.6,52.6,88.1
10416799,-0.29,87.10,1.8,59.36,52.6,52.6,88.1
10417876,-0.29,87.27,1.8,59.36,52.4,52.4,88.1
10418953,-0.29,87.27,1.8,59.36,52.4,52.4,88.1
10420030,-0.29,87.27,1.8,59.36,52.4,52.4,88.1
10421107,-0.29,87.27,1.8,59.36,52.4,52.4,88.1
10422184,-0.29,87.45,1.8,59.36,52.2,52.3,88.1
10423261,-0.35,87.45,2.1,49.47,52.2,52.3,87.7
10424338,-0.29,87.45,1.8,59.36,52.2,52.3,88.1
10425415,-0.29,87.62,1.8,59.36,52.1,52.1,88.1
10426492,-0.29,87.62,1.8,59.36,52.1,52.1,88.1
10427569,-0.29,87.62,1.8,59.36,52.1,52.1,88.1
10428646,-0.35,87.80,2.1,49.47,51.9,52.0,87.7
10429723,-0.35,87.80,2.1,49.47,51.9,52.0,87.7
10430800,-0.35,87.80,2.1,49.47,51.9,52.0,87.7
10431877,-0.35,87.98,2.1,49.47,51.8,51.8,87.7
10432954,-0.35,87.98,2.1,49.47,51.8,51.8,87.7
10434031,-0.35,87.98,2.1,49.47,51.8,51.8,87.7
10435108,-0.35,88.15,2.1,49.47,51.6,51.6,87.7
10436185,-0.35,88.15,2.1,49.47,51.6,51.6,87.7
10437262,-0.35,88.15,2.1,49.47,51.6,51.6,87.7
10438339,-0.35,88.33,2.1,49.47,51.4,51.5,87.7
10439416,-0.35,88.33,2.1,49.47,51.4,51.5,87.7
10440493,-0.35,88.33,2.1,49.47,51.4,51.5,87.7
10441570,-0.35,88.50,2.1,49.47,51.3,51.3,87.7
10442647,-0.35,88.50,2.1,49.47,51.3,51.3,87.7
10443724,-0.35,88.68,2.1,49.47,51.1,51.2,87.7
10444801,-0.35,88.68,2.1,49.47,51.1,51.2,87.7
10445878,-0.35,88.68,2.1,49.47,51.1,51.2,87.7
10446955,-0.35,88.68,2.1,49.47,51.1,51.2,87.7
10448032,-0.35,88.86,2.1,49.47,51.0,51.0,87.7
10449109,-0.35,88.86,2.1,49.47,51.0,51.0,87.7
10450186,-0.35,89.03,2.1,49.47,50.8,50.9,87.7
10451263,-0.35,89.03,2.1,49.47,50.8,50.9,87.7
10452340,-0.35,89.03,2.1,49.47,50.8,50.9,87.7
